,yield,yield_unit,brand,crop,state,county,latitude,longitude,plantdate,harvestdate,test_avg_yield,test_avg_yield_unit,irrigated_status,soil_class,country,Location
165,213.0,bu/ac,AGRIGOLD,corn,IN,Kosciusko,41.2315233,-85.8859987,5/27/14,11/12/14,209.52,bu/ac,False,LOAM,US,"Kosciusko,IN,US"
166,221.5,bu/ac,CHAMPION,corn,IA,Benton,42.01802649,-92.13970243,5/15/13,10/26/13,207.7426667,bu/ac,False,SILTY CLAY LOAM,US,"Benton,IA,US"
167,186.1,bu/ac,CHAMPION,corn,IA,Warren,41.3607,-93.5655,,,194.6440367,bu/ac,False,,US,"Warren,IA,US"
168,185.8802832,bu/ac,AGRIGOLD,corn,KS,Republic,39.82440186,-97.6322,5/22/13,10/29/13,168.8269626,bu/ac,False,,US,"Republic,KS,US"
169,193.7,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/14/13,11/2/13,189.815,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
170,159.9,bu/ac,CHAMPION,corn,IA,Carroll,42.08377798,-94.89706782,5/16/13,10/21/13,163.3378378,bu/ac,False,LOAM,US,"Carroll,IA,US"
171,248.1,bu/ac,AGRIGOLD,corn,IL,St. Clair,38.523209,-89.8681,5/10/14,11/10/14,243.7,bu/ac,False,SILT LOAM,US,"St. Clair,IL,US"
172,150.6,bu/ac,CHANNEL,corn,OH,Wood,41.19858,-83.60841,4/30/12,10/25/12,149.1,bu/ac,False,CLAY LOAM,US,"Wood,OH,US"
173,145.7,bu/ac,BECKS,corn,OH,Wood,41.21093,-83.59907,5/18/13,11/11/13,162.7,bu/ac,False,SILTY CLAY LOAM,US,"Wood,OH,US"
174,250.5,bu/ac,AGRIGOLD,corn,DE,Sussex,38.70739,-75.62073,5/9/14,10/7/14,236.0,bu/ac,True,SANDY LOAM,US,"Sussex,DE,US"
175,233.7,bu/ac,ARMOR,corn,DE,Sussex,38.70739,-75.62073,5/9/14,10/7/14,236.0,bu/ac,True,SANDY LOAM,US,"Sussex,DE,US"
176,203.8,bu/ac,BUCKEYE,corn,OH,Marion,40.636,-83.0025,6/7/14,11/14/14,211.4,bu/ac,False,SILT LOAM,US,"Marion,OH,US"
177,164.5,bu/ac,AGVENTURE,corn,SD,Deuel,44.776906,-96.843989,5/16/14,11/1/14,160.1,bu/ac,False,SILTY CLAY LOAM,US,"Deuel,SD,US"
178,194.2,bu/ac,AGVENTURE,corn,ND,Richland,46.52578,-96.98852,5/28/13,11/1/13,187.0,bu/ac,False,SANDY LOAM,US,"Richland,ND,US"
179,169.3,bu/ac,AGVENTURE,corn,ND,Richland,46.52091,-96.99091,5/24/14,11/7/14,171.9,bu/ac,False,SANDY LOAM,US,"Richland,ND,US"
180,135.0,bu/ac,AUGUSTA,corn,NE,Gage,40.14694,-96.62667,5/5/14,11/6/14,130.4,bu/ac,False,SILTY CLAY LOAM,US,"Gage,NE,US"
181,156.7,bu/ac,CHANNEL,corn,OH,Hardin,40.745586,-83.666239,5/3/12,11/6/12,158.5,bu/ac,False,SILT LOAM,US,"Hardin,OH,US"
182,218.7,bu/ac,AGRIGOLD,corn,IA,Harrison,41.78386,-95.67249,6/3/13,11/19/13,210.3,bu/ac,False,SILT LOAM,US,"Harrison,IA,US"
183,234.6,bu/ac,CHAMPION,corn,IA,Harrison,41.755163,-95.674449,5/9/14,11/9/14,236.9,bu/ac,False,SILT LOAM,US,"Harrison,IA,US"
185,219.6,bu/ac,AUGUSTA,corn,PA,Chester,40.13779,-75.82909,4/28/09,10/23/09,206.2,bu/ac,False,CLAY LOAM,US,"Chester,PA,US"
186,165.2,bu/ac,CHAMPION,corn,IA,Palo Alto,43.13069,-94.77623,5/6/14,10/28/14,154.0,bu/ac,False,SILTY CLAY LOAM,US,"Palo Alto,IA,US"
187,206.8,bu/ac,CHANNEL,corn,IL,Henry,41.1114249,-89.35647759999999,5/10/14,11/5/14,204.2,bu/ac,False,SILT LOAM,US,"Henry,IL,US"
188,131.1,bu/ac,BECKS,corn,IL,Wayne,38.54077,-88.468794,5/25/10,10/8/10,128.7,bu/ac,False,SILTY CLAY LOAM,US,"Wayne,IL,US"
189,208.8,bu/ac,AGRIGOLD,corn,IL,Macon,39.94737,-88.97402,5/16/13,10/1/13,191.5,bu/ac,False,SILTY CLAY LOAM,US,"Macon,IL,US"
190,154.9,bu/ac,CHANNEL,corn,IL,Henry,41.15489,-90.09677,5/14/13,10/29/13,142.4,bu/ac,False,SILTY CLAY LOAM,US,"Henry,IL,US"
191,231.1,bu/ac,AGRIGOLD,corn,MO,Nodaway,40.21772,-94.90215,5/5/14,11/7/14,218.8,bu/ac,False,SILTY CLAY LOAM,US,"Nodaway,MO,US"
192,240.2,bu/ac,AGRIGOLD,corn,IL,LaSalle,41.24027,-88.87511,5/5/14,10/10/14,224.3,bu/ac,False,SILTY CLAY LOAM,US,"LaSalle,IL,US"
193,223.1,bu/ac,ANDERSON,corn,MN,Chippewa,44.861906,-95.539105,5/12/13,10/11/13,202.4,bu/ac,False,CLAY LOAM,US,"Chippewa,MN,US"
194,225.3,bu/ac,CHAMPION,corn,IA,Butler,42.821336,-92.725433,5/16/13,10/31/13,217.7,bu/ac,False,SILT LOAM,US,"Butler,IA,US"
195,210.8,bu/ac,CHAMPION,corn,IA,Butler,42.82152,-92.72641,5/9/14,10/31/14,204.0,bu/ac,False,LOAM,US,"Butler,IA,US"
196,323.8,bu/ac,AUGUSTA,corn,IN,Decatur,39.324862,-85.625611,5/18/13,10/13/13,289.8,bu/ac,False,CLAY LOAM,US,"Decatur,IN,US"
197,194.3,bu/ac,AGRIGOLD,corn,PA,Adams,39.8174,-77.02023,5/27/14,11/4/14,197.5,bu/ac,False,SILTY CLAY LOAM,US,"Adams,PA,US"
198,190.0,bu/ac,AGVENTURE,corn,SD,Miner,44.10531,-97.41002,5/31/13,10/21/13,183.5,bu/ac,False,LOAM,US,"Miner,SD,US"
199,188.7,bu/ac,AGRIGOLD,corn,IN,LaGrange,41.7801,-85.4635,5/27/14,11/3/14,170.7,bu/ac,True,SANDY LOAM,US,"LaGrange,IN,US"
200,239.0,bu/ac,SEED CONSULTANTS,corn,IN,Dubois,38.3051,-87.0681,5/24/14,11/6/14,239.1,bu/ac,False,CLAY LOAM,US,"Dubois,IN,US"
201,171.2,bu/ac,CHANNEL,corn,MO,Clark,40.575214,-91.778961,5/18/13,10/1/13,161.3,bu/ac,False,SILT LOAM,US,"Clark,MO,US"
202,214.7,bu/ac,AGRIGOLD,corn,IN,LaPorte,41.32958,-86.81796,5/8/14,10/11/14,209.5,bu/ac,False,SANDY LOAM,US,"LaPorte,IN,US"
203,191.8,bu/ac,AUGUSTA,corn,PA,Lebanon,40.27366,-76.46156,5/5/11,11/5/11,189.3,bu/ac,False,SILT LOAM,US,"Lebanon,PA,US"
204,208.9,bu/ac,BUCKEYE,corn,OH,Logan,40.441602,-83.830333,5/26/14,11/14/14,185.7,bu/ac,False,SANDY LOAM,US,"Logan,OH,US"
206,233.5,bu/ac,ANDERSON,corn,MN,Meeker,45.087401,-94.633755,4/30/12,9/24/12,216.8,bu/ac,False,SILTY CLAY LOAM,US,"Meeker,MN,US"
208,208.6,bu/ac,NUSEED,corn,MN,Meeker,45.1012,-94.63892,5/24/14,10/26/14,189.2,bu/ac,False,CLAY LOAM,US,"Meeker,MN,US"
209,111.3,bu/ac,AGRIGOLD,corn,MO,Macon,39.72729,-92.674859,4/23/14,10/29/14,126.1,bu/ac,False,LOAM,US,"Macon,MO,US"
210,187.8,bu/ac,AGRIGOLD,corn,IL,DeKalb,41.843675,-88.887181,5/7/14,10/18/14,179.8,bu/ac,False,SILTY CLAY LOAM,US,"DeKalb,IL,US"
211,240.0,bu/ac,AGRIGOLD,corn,IL,Livingston,41.068931,-88.439846,5/21/14,11/7/14,220.2,bu/ac,False,SILTY CLAY LOAM,US,"Livingston,IL,US"
212,220.4,bu/ac,AGRIGOLD,corn,IL,Livingston,41.068931,-88.439846,5/21/14,11/7/14,220.2,bu/ac,False,SILTY CLAY LOAM,US,"Livingston,IL,US"
213,220.4,bu/ac,CHAMPION,corn,IA,Jackson,42.033888,-90.258239,5/8/14,10/21/14,227.9,bu/ac,False,CLAY LOAM,US,"Jackson,IA,US"
215,281.4,bu/ac,CHANNEL,corn,IL,Carroll,41.95904,-89.78867,5/7/13,10/21/13,257.7,bu/ac,False,SILT LOAM,US,"Carroll,IL,US"
216,233.9,bu/ac,BECKS,corn,IN,Adams,40.7454,-85.0007,5/9/14,11/11/14,,bu/ac,False,SILTY CLAY LOAM,US,"Adams,IN,US"
217,246.1,bu/ac,AGRIGOLD,corn,IA,Muscatine,41.452385,-91.135407,5/7/14,10/19/14,229.0,bu/ac,False,SILT LOAM,US,"Muscatine,IA,US"
218,186.8,bu/ac,ANDERSON,corn,MN,Nicollet,44.398486,-94.168674,4/30/12,9/18/12,188.3,bu/ac,False,CLAY LOAM,US,"Nicollet,MN,US"
219,176.2,bu/ac,ANDERSON,corn,MN,Nicollet,44.397767,-94.168472,5/24/14,10/27/14,163.2,bu/ac,False,CLAY LOAM,US,"Nicollet,MN,US"
220,212.1,bu/ac,AGRIGOLD,corn,IA,Pottawattamie,41.28464,-95.55579,5/13/13,10/26/13,210.5,bu/ac,False,SILTY CLAY LOAM,US,"Pottawattamie,IA,US"
221,206.5,bu/ac,CHAMPION,corn,IA,Fayette,42.74536,-91.88066,5/15/13,10/25/13,198.0,bu/ac,False,LOAM,US,"Fayette,IA,US"
222,242.8,bu/ac,BECKS,corn,IN,Benton,40.49217,-87.14869,5/8/14,10/20/14,237.7,bu/ac,False,SILT LOAM,US,"Benton,IN,US"
223,235.8,bu/ac,BECKS,corn,MO,Marion,39.865396,-91.528429,4/22/14,10/9/14,229.7,bu/ac,False,SILT LOAM,US,"Marion,MO,US"
224,178.3,bu/ac,CHAMPION,corn,IA,Linn,42.0223,-91.80521,5/23/13,11/14/13,169.8,bu/ac,False,,US,"Linn,IA,US"
225,245.6,bu/ac,BECKS,corn,IA,Linn,42.040132,-91.786374,5/18/14,11/10/14,215.7,bu/ac,False,SANDY CLAY LOAM,US,"Linn,IA,US"
227,227.4,bu/ac,CHAMPION,corn,IA,O'Brien,43.03058,-95.66184,5/20/13,11/4/13,198.3,bu/ac,False,SILTY CLAY LOAM,US,"O'Brien,IA,US"
228,269.0,bu/ac,AGRIGOLD,corn,MI,Hillsdale,41.83684,-84.78658,5/9/13,10/26/13,264.5,bu/ac,True,SANDY LOAM,US,"Hillsdale,MI,US"
229,185.2,bu/ac,CHAMPION,corn,IA,Buena Vista,42.78906,-95.1653,4/25/12,9/14/12,189.0,bu/ac,False,SILTY CLAY LOAM,US,"Buena Vista,IA,US"
230,189.6,bu/ac,CHAMPION,corn,IA,Plymouth,42.76044,-95.95701,5/4/12,10/10/12,174.6,bu/ac,False,SILTY CLAY LOAM,US,"Plymouth,IA,US"
232,246.3,bu/ac,CHANNEL,corn,IN,St. Joseph,41.65318,-86.3506,5/4/12,10/5/12,234.9,bu/ac,True,SANDY CLAY,US,"St. Joseph,IN,US"
233,211.9,bu/ac,CHANNEL,corn,IN,St. Joseph,41.65318,-86.3506,5/8/13,10/17/13,203.3,bu/ac,False,SANDY CLAY,US,"St. Joseph,IN,US"
234,213.3,bu/ac,AGRIGOLD,corn,IN,Henry,39.789107,-85.496046,5/29/14,11/3/14,209.8,bu/ac,False,SILTY CLAY LOAM,US,"Henry,IN,US"
235,245.4,bu/ac,AGRIGOLD,corn,IL,Lee,41.61465,-89.18736,5/4/14,10/6/14,231.5,bu/ac,False,SILTY CLAY LOAM,US,"Lee,IL,US"
236,72.3,bu/ac,AUGUSTA,corn,MD,Queen Anne's,39.2077,-75.8239,5/10/13,10/2/13,77.8,bu/ac,True,LOAMY SAND,US,"Queen Anne's,MD,US"
237,252.0,bu/ac,CHEMGRO,corn,MD,Queen Anne's,39.21781,-75.84219,5/9/14,10/8/14,242.9,bu/ac,True,SANDY LOAM,US,"Queen Anne's,MD,US"
238,264.5,bu/ac,AUGUSTA,corn,MD,Queen Anne's,39.21781,-75.84219,5/9/14,10/8/14,242.9,bu/ac,True,SANDY LOAM,US,"Queen Anne's,MD,US"
239,220.0,bu/ac,BECKS,corn,OH,Seneca,41.20667,-83.13767,5/27/14,11/15/14,222.6,bu/ac,False,LOAMY SAND,US,"Seneca,OH,US"
240,245.7,bu/ac,AGRIGOLD,corn,IL,McLean,40.589,-88.822,5/6/14,10/8/14,233.3,bu/ac,False,SILTY CLAY LOAM,US,"McLean,IL,US"
241,189.2,bu/ac,BECKS,corn,IL,Douglas,39.8058,-88.20375,5/17/13,10/11/13,185.4,bu/ac,False,SILTY CLAY LOAM,US,"Douglas,IL,US"
242,235.8,bu/ac,AGRIGOLD,corn,IL,Fayette,38.9483,-89.1494,5/10/14,11/14/14,220.6,bu/ac,False,SILTY CLAY LOAM,US,"Fayette,IL,US"
243,227.1,bu/ac,BUCKEYE,corn,OH,Van Wert,40.80024,-84.50001,5/14/13,10/28/13,239.8,bu/ac,False,LOAM,US,"Van Wert,OH,US"
244,171.3,bu/ac,CHANNEL,corn,IL,Jo Daviess,42.5032,-90.088,5/16/13,10/10/13,165.2,bu/ac,False,SILT LOAM,US,"Jo Daviess,IL,US"
245,188.1,bu/ac,AUGUSTA,corn,MD,Cecil,39.43333,-75.79472,5/17/12,10/9/12,166.5,bu/ac,False,SANDY LOAM,US,"Cecil,MD,US"
246,238.1,bu/ac,CHEMGRO,corn,MD,Cecil,39.4273,-75.79349,5/20/14,11/8/14,231.7,bu/ac,False,SANDY LOAM,US,"Cecil,MD,US"
247,240.2,bu/ac,AGRIGOLD,corn,IA,Washington,41.30899,-91.648258,5/7/14,11/1/14,239.3,bu/ac,False,SILTY CLAY LOAM,US,"Washington,IA,US"
249,230.3,bu/ac,CHAMPION,corn,IA,Black Hawk,42.48611,-92.1634,5/14/13,10/26/13,221.3,bu/ac,False,SILTY CLAY LOAM,US,"Black Hawk,IA,US"
250,208.9,bu/ac,AGRIGOLD,corn,IL,Iroquois,40.7623,-87.8055,5/4/14,10/1/14,189.5,bu/ac,False,SANDY LOAM,US,"Iroquois,IL,US"
251,248.5,bu/ac,AGRIGOLD,corn,IN,Tipton,40.362455,-85.898748,5/17/13,10/13/13,228.2,bu/ac,False,SILTY CLAY LOAM,US,"Tipton,IN,US"
252,196.8,bu/ac,AUGUSTA,corn,IA,Guthrie,41.76984,-94.29072,5/16/13,11/2/13,180.2,bu/ac,False,LOAM,US,"Guthrie,IA,US"
253,186.3,bu/ac,CHAMPION,corn,IA,Guthrie,41.76984,-94.29072,5/16/13,11/2/13,180.2,bu/ac,False,LOAM,US,"Guthrie,IA,US"
255,185.6,bu/ac,CHAMPION,corn,IA,Pocahontas,42.75101563,-94.6485412,5/1/12,9/20/12,180.8433333,bu/ac,False,CLAY LOAM,US,"Pocahontas,IA,US"
256,166.6,bu/ac,CHAMPION,corn,IA,Harrison,41.60463153,-95.91915364,4/25/12,9/14/12,166.135,bu/ac,False,SILT LOAM,US,"Harrison,IA,US"
257,213.3,bu/ac,CHAMPION,corn,IA,Hardin,42.3061,-93.3005,5/8/12,10/2/12,170.2870968,bu/ac,False,,US,"Hardin,IA,US"
258,181.9,bu/ac,CHAMPION,corn,IA,Harrison,41.60463153,-95.91915364,4/25/12,9/14/12,166.135,bu/ac,False,SILT LOAM,US,"Harrison,IA,US"
259,205.1,bu/ac,CHAMPION,corn,IA,Story,42.02572082,-93.56818838,5/9/12,10/3/12,183.2879032,bu/ac,False,LOAM,US,"Story,IA,US"
260,221.9,bu/ac,CHAMPION,corn,IA,Story,42.02572082,-93.56818838,5/9/12,10/3/12,183.2879032,bu/ac,False,LOAM,US,"Story,IA,US"
261,142.7,bu/ac,CHAMPION,corn,IA,Hardin,42.3061,-93.3005,5/8/12,10/2/12,170.2870968,bu/ac,False,,US,"Hardin,IA,US"
262,144.9,bu/ac,CHAMPION,corn,IA,Cedar,41.88064786,-91.00332094,5/11/12,10/5/12,181.3359375,bu/ac,False,SILTY CLAY LOAM,US,"Cedar,IA,US"
263,178.0,bu/ac,CHAMPION,corn,IA,Madison,41.338,-94.0185,,,176.9013158,bu/ac,False,,US,"Madison,IA,US"
264,196.0,bu/ac,CHAMPION,corn,IA,Madison,41.338,-94.0185,,,176.9013158,bu/ac,False,,US,"Madison,IA,US"
265,164.1,bu/ac,CHAMPION,corn,IA,Jefferson,40.97215822,-92.52106103,,,156.5619048,bu/ac,False,SILT LOAM,US,"Jefferson,IA,US"
266,211.6,bu/ac,CHAMPION,corn,IA,Carroll,42.08377798,-94.89706782,5/16/14,10/27/14,210.2011765,bu/ac,False,LOAM,US,"Carroll,IA,US"
268,231.4759,bu/ac,BURRUS,corn,IL,Champaign,40.11180903,-88.20448368,5/15/13,10/2/13,222.8436973,bu/ac,False,SILT LOAM,US,"Champaign,IL,US"
269,218.1668,bu/ac,CHANNEL,corn,IL,Champaign,40.11180903,-88.20448368,5/15/13,10/2/13,222.8436973,bu/ac,False,SILT LOAM,US,"Champaign,IL,US"
270,215.6391,bu/ac,BECKS,corn,IL,Ogle,42.10768239,-89.43415328,5/8/14,10/30/14,228.2646273,bu/ac,False,SILT LOAM,US,"Ogle,IL,US"
271,230.5056,bu/ac,BECKS,corn,IL,DeKalb,41.78529825,-88.8413625,5/7/14,10/29/14,232.8714686,bu/ac,False,SILTY CLAY LOAM,US,"DeKalb,IL,US"
272,243.026,bu/ac,BECKS,corn,IL,DeKalb,41.78529825,-88.8413625,5/7/14,10/29/14,232.8714686,bu/ac,False,SILTY CLAY LOAM,US,"DeKalb,IL,US"
273,223.08,bu/ac,BECKS,corn,IL,St. Clair,38.52835224,-89.94835907,5/22/09,11/3/09,212.5622368,bu/ac,False,SILT LOAM,US,"St. Clair,IL,US"
274,216.0958,bu/ac,CHANNEL,corn,IL,Warren,40.90848767,-90.63551373,4/18/12,9/20/12,217.9916556,bu/ac,False,SILTY CLAY LOAM,US,"Warren,IL,US"
275,235.516,bu/ac,RENK,corn,IL,Warren,40.90848767,-90.63551373,4/30/13,10/1/13,225.0007528,bu/ac,False,SILTY CLAY LOAM,US,"Warren,IL,US"
276,256.0634,bu/ac,CATALYST,corn,IL,Sangamon,39.80551317,-89.81068062,5/7/13,9/30/13,238.2853179,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
277,247.9799,bu/ac,RENK,corn,IL,Sangamon,39.80551317,-89.81068062,5/7/13,9/30/13,238.2853179,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
278,279.0615,bu/ac,CHANNEL,corn,IL,Sangamon,39.80551317,-89.81068062,4/22/14,10/7/14,275.4849075,bu/ac,False,SILT LOAM,US,"Sangamon,IL,US"
279,188.6,bu/ac,CHAMPION,corn,IA,Hardin,42.3061,-93.3005,5/15/13,10/21/13,182.0281879,bu/ac,False,,US,"Hardin,IA,US"
280,217.1233518,bu/ac,AGRIGOLD,corn,KS,Republic,39.79449844,-97.7833,5/23/13,11/1/13,218.1477672,bu/ac,True,SILT LOAM,US,"Republic,KS,US"
281,188.5,bu/ac,AGRIGOLD,corn,OH,Darke,40.08858551,-84.64943913,5/15/13,10/28/13,212.9333333,bu/ac,False,SILT LOAM,US,"Darke,OH,US"
282,209.3,bu/ac,CHAMPION,corn,IA,Fayette,42.74688868,-91.89586235,5/18/13,10/28/13,204.1836066,bu/ac,False,LOAM,US,"Fayette,IA,US"
283,251.5,bu/ac,CHANNEL,corn,OH,Fayette,39.51031539,-83.49957935,5/17/13,10/21/13,215.7969697,bu/ac,False,SILT LOAM,US,"Fayette,OH,US"
284,225.0,bu/ac,AGRIGOLD,corn,IN,Tippecanoe,40.471817,-86.90575821,5/5/14,10/21/14,223.375,bu/ac,False,SILTY CLAY LOAM,US,"Tippecanoe,IN,US"
285,202.1,bu/ac,CHAMPION,corn,IA,Hancock,43.04549834,-94.31656616,5/14/13,11/2/13,189.815,bu/ac,False,CLAY LOAM,US,"Hancock,IA,US"
286,232.0,bu/ac,BECKS,corn,IN,Randolph,40.184027,-85.01495412,5/8/13,11/10/13,206.1923077,bu/ac,False,SILT LOAM,US,"Randolph,IN,US"
288,227.0,bu/ac,BECKS,corn,IN,Tippecanoe,40.471817,-86.90575821,5/20/13,10/22/13,235.4230769,bu/ac,False,SILTY CLAY LOAM,US,"Tippecanoe,IN,US"
289,218.3,bu/ac,AUGUSTA,corn,PA,Adams,39.816784,-77.023046,5/15/13,10/24/13,214.2,bu/ac,False,SILTY CLAY LOAM,US,"Adams,PA,US"
290,195.0,bu/ac,AGRIGOLD,corn,IN,Tipton,40.29241517,-86.05069795,4/27/12,10/11/12,168.030303,bu/ac,False,SILTY CLAY,US,"Tipton,IN,US"
291,216.3,bu/ac,CHANNEL,corn,OH,Clark,39.87276999,-83.72801357,5/18/12,11/7/12,226.9338462,bu/ac,False,SILT LOAM,US,"Clark,OH,US"
292,168.7,bu/ac,AUGUSTA,corn,IL,Marion,38.6915,-89.0418,5/24/14,11/13/14,154.5,bu/ac,False,SILTY CLAY LOAM,US,"Marion,IL,US"
293,229.6,bu/ac,BECKS,corn,IL,Bond,38.8577,-89.3819,5/9/14,11/3/14,214.6,bu/ac,False,SILT LOAM,US,"Bond,IL,US"
294,228.0,bu/ac,CHANNEL,corn,IN,Warrick,38.04532433,-87.42322546,5/8/14,9/29/14,247.40625,bu/ac,False,SILT LOAM,US,"Warrick,IN,US"
295,200.0,bu/ac,BECKS,corn,MO,Schuyler,40.37264,-92.64398,5/6/14,10/29/14,191.0,bu/ac,False,LOAM,US,"Schuyler,MO,US"
296,144.9,bu/ac,CHANNEL,corn,OH,Mahoning,40.89991788,-81.00278722,5/2/12,10/9/12,151.6619048,bu/ac,False,SILT LOAM,US,"Mahoning,OH,US"
297,256.2,bu/ac,CHANNEL,corn,OH,Wyandot,40.76818688,-83.43958754,5/15/13,11/11/13,257.5409091,bu/ac,False,SILT LOAM,US,"Wyandot,OH,US"
298,175.3,bu/ac,CHAMPION,corn,IA,Hardin,42.3061,-93.3005,5/15/13,10/21/13,182.0281879,bu/ac,False,,US,"Hardin,IA,US"
299,226.0,bu/ac,CHANNEL,corn,IN,Rush,39.58344972,-85.44653091,5/8/13,11/9/13,238.5,bu/ac,False,SILT LOAM,US,"Rush,IN,US"
300,182.3,bu/ac,BECKS,corn,OH,Wood,41.22707231,-83.73013807,5/3/12,10/22/12,177.8525641,bu/ac,False,CLAY,US,"Wood,OH,US"
301,242.3,bu/ac,AGRIGOLD,corn,OH,Mahoning,40.89991788,-81.00278722,5/8/13,10/22/13,226.3716667,bu/ac,False,SILT LOAM,US,"Mahoning,OH,US"
302,163.7,bu/ac,CHAMPION,corn,IA,Hardin,42.3061,-93.3005,5/15/13,10/21/13,182.0281879,bu/ac,False,,US,"Hardin,IA,US"
303,201.0,bu/ac,CHANNEL,corn,IN,Kosciusko,41.2315233,-85.8859987,5/7/13,10/15/13,213.8846154,bu/ac,False,LOAM,US,"Kosciusko,IN,US"
304,159.0,bu/ac,AGRIGOLD,corn,IN,Knox,38.71485201,-87.39115564,5/29/13,10/25/13,177.6666667,bu/ac,False,SILTY CLAY LOAM,US,"Knox,IN,US"
306,232.2,bu/ac,BECKS,corn,OH,Fayette,39.51031539,-83.49957935,5/17/13,10/21/13,215.7969697,bu/ac,False,SILT LOAM,US,"Fayette,OH,US"
307,184.0,bu/ac,AGRIGOLD,corn,IN,Jennings,38.97530205,-85.65483297,5/20/11,10/6/11,171.4615385,bu/ac,False,SILT LOAM,US,"Jennings,IN,US"
308,174.1,bu/ac,AUGUSTA,corn,VA,Sussex,37.01474,-77.00182,4/24/14,9/27/14,158.7,bu/ac,True,SAND,US,"Sussex,VA,US"
309,170.6,bu/ac,AGRA SOLUTIONS,corn,OH,Wood,41.22707231,-83.73013807,5/20/14,10/29/14,163.0583333,bu/ac,False,CLAY,US,"Wood,OH,US"
310,237.0,bu/ac,AGRIGOLD,corn,IN,Vigo,39.06741828,-87.39166147,5/17/13,11/13/13,234.0263158,bu/ac,False,SILT LOAM,US,"Vigo,IN,US"
311,226.3,bu/ac,AUGUSTA,corn,IN,Dubois,38.3051,-87.0681,5/24/14,11/6/14,239.1,bu/ac,False,CLAY LOAM,US,"Dubois,IN,US"
312,124.0,bu/ac,AGRIGOLD,corn,IN,Warrick,38.04532433,-87.42322546,,9/21/12,78.37209302,bu/ac,False,SILT LOAM,US,"Warrick,IN,US"
313,266.0,bu/ac,BECKS,corn,IN,Rush,39.58344972,-85.44653091,5/21/11,11/8/11,245.6086957,bu/ac,False,SILT LOAM,US,"Rush,IN,US"
314,243.0,bu/ac,AGRIGOLD,corn,IN,Tippecanoe,40.471817,-86.90575821,5/20/13,10/22/13,240.2352941,bu/ac,False,SILTY CLAY LOAM,US,"Tippecanoe,IN,US"
315,271.9,bu/ac,SEED CONSULTANTS,corn,OH,Licking,39.95905392,-82.49013883,5/9/13,10/26/13,278.8013333,bu/ac,False,SILTY CLAY LOAM,US,"Licking,OH,US"
316,199.0,bu/ac,CHANNEL,corn,IN,Kosciusko,41.2315233,-85.8859987,5/7/13,10/15/13,213.8846154,bu/ac,False,LOAM,US,"Kosciusko,IN,US"
317,161.2,bu/ac,CHAMPION,corn,IA,Cedar,41.88064786,-91.00332094,5/17/13,10/9/13,160.5851351,bu/ac,False,SILTY CLAY LOAM,US,"Cedar,IA,US"
318,259.3,bu/ac,BECKS,corn,OH,Fayette,39.51031539,-83.49957935,5/28/14,11/7/14,263.1471429,bu/ac,False,SILT LOAM,US,"Fayette,OH,US"
319,233.0,bu/ac,AGRIGOLD,corn,IN,Rush,39.58344972,-85.44653091,5/8/13,11/9/13,238.5,bu/ac,False,SILT LOAM,US,"Rush,IN,US"
320,189.5854382,bu/ac,AGRIGOLD,corn,KS,Labette,37.339,-95.2679,4/4/14,8/26/14,179.6687616,bu/ac,False,SILT LOAM,US,"Labette,KS,US"
321,142.9,bu/ac,CHAMPION,corn,IA,Carroll,42.08377798,-94.89706782,5/16/13,10/21/13,163.3378378,bu/ac,False,LOAM,US,"Carroll,IA,US"
322,160.2885875,bu/ac,AGRIGOLD,corn,KS,Riley,39.18360138,-96.5714,4/18/14,9/17/14,158.6507555,bu/ac,False,SILT LOAM,US,"Riley,KS,US"
323,230.8,bu/ac,CHANNEL,corn,OH,Crawford,40.8048774,-82.78210569,5/26/14,11/13/14,237.0860465,bu/ac,False,SILT LOAM,US,"Crawford,OH,US"
324,219.6,bu/ac,CBSEED,corn,IL,Bureau,41.2891317,-89.3669118,5/8/13,10/8/13,221.4,bu/ac,False,SILT LOAM,US,"Bureau,IL,US"
325,251.8,bu/ac,CHANNEL,corn,OH,Wayne,40.86626374,-81.87585513,5/25/14,11/11/14,251.1108696,bu/ac,False,SILT LOAM,US,"Wayne,OH,US"
326,253.3,bu/ac,AGRIGOLD,corn,IL,DeKalb,41.9295355,-88.74991279999999,5/6/13,10/9/13,239.8,bu/ac,False,SILTY CLAY LOAM,US,"DeKalb,IL,US"
327,239.6,bu/ac,CHANNEL,corn,WI,Columbia,43.35906,-89.25411,5/16/13,10/23/13,242.7,bu/ac,False,SILT LOAM,US,"Columbia,WI,US"
328,133.3,bu/ac,AGRIGOLD,corn,KS,Atchison,39.4752,-95.22737,4/30/13,9/25/13,117.4,bu/ac,False,SILTY CLAY LOAM,US,"Atchison,KS,US"
329,248.9,bu/ac,SEED CONSULTANTS,corn,IL,St. Clair,38.523209,-89.8681,5/10/14,11/10/14,243.7,bu/ac,False,SILT LOAM,US,"St. Clair,IL,US"
330,149.0,bu/ac,ANDERSON,corn,MN,Renville,44.673173,-94.823477,5/16/14,10/18/14,150.8,bu/ac,False,CLAY LOAM,US,"Renville,MN,US"
